Id,SalePrice
1461,129931.23768495648
1462,158661.0633503201
1463,149471.26292945744
1464,182806.52311791189
1465,220892.30168267855
1466,177933.94072367335
1467,162621.04035157774
1468,174084.28301991586
1469,186595.03356058116
1470,110525.58584539253
1471,194695.56424157016
1472,94738.507586032967
1473,91709.509330265049
1474,150065.32823080136
1475,140771.92483011069
1476,388947.54660499049
1477,248644.98278848256
1478,321922.92887205514
1479,294270.35439958336
1480,467245.22888001241
1481,338409.31573621905
1482,209290.73703632725
1483,166218.81466708033
1484,167303.89578678604
1485,164500.07817224305
1486,210045.1899365047
1487,375857.83045957575
1488,258321.06923069633
1489,195133.53924040156
1490,173420.78151281449
1491,185302.63755541766
1492,120576.31930815471
1493,177431.03301812478
1494,299326.55528045731
1495,293551.68560911191
1496,215693.75124529461
1497,203681.26017892908
1498,148949.16340152148
1499,148949.16340152148
1500,138786.15622567356
1501,170230.58827944574
1502,147037.57001938083
1503,274075.3170543937
1504,236979.52655611598
1505,220754.04692745191
1506,209911.76911096045
1507,204741.08765843988
1508,188576.67461913644
1509,167646.04778225429
1510,129817.22207883895
1511,149984.95150749417
1512,172571.558718474
1513,171228.63490152525
1514,136246.06800319024
1515,140997.56971527435
1516,167938.52311858386
1517,140276.83459749693
1518,150959.33181472772
1519,212009.96659000515
1520,132522.93246431559
1521,142543.96429972776
1522,179263.78904960453
1523,111455.2667046516
1524,118575.46572884748
1525,128190.03020660458
1526,127414.58536549924
1527,97815.369616289725
1528,123172.11846362162
1529,158140.93184031264
1530,156215.08116304275
1531,129365.80858977769
1532,104366.75442489532
1533,160776.19079403832
1534,121000.19846719879
1535,134921.85609806035
1536,137329.26111618543
1537,70079.986727776239
1538,184947.62270184423
1539,218013.51124815148
1540,138156.7875985679
1541,174962.39686980314
1542,136997.06650074158
1543,244026.57605991006
1544,79992.608714730944
1545,118476.58980908396
1546,142804.87497320381
1547,112464.8953984317
1548,138638.63422574912
1549,98889.798652455895
1550,150214.18214902093
1551,140167.95757127422
1552,129130.35555044147
1553,130953.16657656287
1554,119676.77691563066
1555,164934.81383829686
1556,103798.81994744389
1557,137989.94786667911
1558,110145.45595765281
1559,128474.41673815227
1560,144335.56454814627
1561,145887.03817976036
1562,128963.01858007467
1563,123008.95220463203
1564,162724.65175387287
1565,152344.55482759819
1566,207566.6173928841
1567,90301.48836732113
1568,209857.50212459979
1569,118679.25556946688
1570,124402.38512148417
1571,116198.49474171081
1572,147324.45981936311
1573,213678.24360713153
1574,152312.52096759388
1575,193636.28095475462
1576,202804.11282139775
1577,195082.52144848355
1578,162221.38555878832
1579,141245.1185098195
1580,188484.51946586583
1581,116487.98382035496
1582,124478.00387617966
1583,363815.81466146366
1584,240368.20686305873
1585,143161.05305451227
1586,69308.312507619048
1587,99239.117225521972
1588,137584.45396018334
1589,102561.0351717327
1590,123524.88377197221
1591,111917.40354236089
1592,134054.73565964258
1593,121146.00242995244
1594,116290.47766391057
1595,133945.83903962481
1596,251377.57961266418
1597,153924.38368439843
1598,162814.70011962918
1599,190051.01699729016
1600,192939.30139332873
1601,57642.267970318899
1602,136392.89040633975
1603,107939.49416103719
1604,252620.74982509261
1605,263265.34717199922
1606,168978.21277590925
1607,210737.24642186693
1608,202187.06678420035
1609,176960.71560923365
1610,144499.49584430901
1611,151903.84724424142
1612,187884.48523934215
1613,164475.88957599571
1614,122292.63512444611
1615,75628.931167458271
1616,75628.931167458271
1617,82545.775905392627
1618,121690.59597015032
1619,118866.52990822897
1620,168880.55874135872
1621,122701.06090731638
1622,128122.01385474714
1623,296381.16624519968
1624,195082.44188204868
1625,140515.60703189601
1626,177136.46021070133
1627,185097.57157744557
1628,253929.83445652723
1629,163628.11268238633
1630,311169.57493496482
1631,243319.21348153069
1632,251709.08455467969
1633,162518.6670793751
1634,179012.91018467082
1635,175408.6372450224
1636,161274.62746093777
1637,157668.11596317057
1638,215434.43274245388
1639,161529.0568962846
1640,259380.44103414193
1641,170329.91030099959
1642,224606.44110708716
1643,246381.8185348571
1644,226682.03203721711
1645,162387.6913218312
1646,154383.00684617256
1647,176774.57008494696
1648,150986.22892443615
1649,129624.8443571778
1650,104842.26806330764
1651,104842.26806330764
1652,94738.507586032967
1653,97275.1473166738
1654,162777.47396651132
1655,163675.46648183177
1656,150065.32823080136
1657,162777.47396651132
1658,150065.32823080136
1659,141660.18036758181
1660,140861.55587838305
1661,439550.7634926294
1662,371549.4903138011
1663,392380.17549984046
1664,468106.70949694974
1665,358209.49324642611
1666,222975.99861253597
1667,306932.38349246123
1668,364498.20788018539
1669,278128.58712697827
1670,355764.93921441888
1671,259991.79223966945
1672,505221.54678663542
1673,294797.58966255462
1674,261752.93062138549
1675,170043.67756535765
1676,186563.98005111807
1677,200826.56269361038
1678,446949.33630759793
1679,321366.91692761699
1680,324446.75137960567
1681,242351.08213926476
1682,291684.64520580723
1683,171952.26851052587
1684,172984.92018273924
1685,174911.43135423548
1686,175859.83714788788
1687,164500.07817224305
1688,190226.21109156913
1689,192593.59360374935
1690,182533.36602603178
1691,162966.05357049766
1692,251020.74379521157
1693,164500.07817224305
1694,180410.19678380896
1695,173857.89417360706
1696,256417.58311424532
1697,173834.97117538023
1698,331961.67734863143
1699,358927.32115015894
1700,233763.71712412004
1701,261971.22932921108
1702,277327.90942747658
1703,271277.75349214382
1704,304235.3954833285
1705,255510.51788196815
1706,502935.37704743701
1707,200728.20400197254
1708,175858.75453316927
1709,303492.32326603989
1710,234170.72034318355
1711,237493.78744728919
1712,252348.17649261642
1713,235220.69988520435
1714,215565.63997004268
1715,204714.87616562494
1716,187764.61376401357
1717,158722.81845465038
1718,124435.69257711776
1719,194427.9627309533
1720,254481.04337354479
1721,165486.30385315308
1722,128333.31129006065
1723,157584.36986808997
1724,204955.23105524565
1725,239114.64439720692
1726,190217.64522974397
1727,157050.38969458771
1728,182155.17472966155
1729,154277.03838046183
1730,141296.79570980789
1731,127099.49162483035
1732,129452.923304996
1733,125878.01457069063
1734,107327.0779007799
1735,118861.89974984416
1736,117979.74979539252
1737,339025.23333830567
1738,206878.12191839013
1739,281683.73723082012
1740,166881.77312708661
1741,161458.05778188873
1742,170230.58827944574
1743,177111.36821330903
1744,283000.19661404635
1745,257865.24142023781
1746,226881.02137125414
1747,215851.36713016912
1748,193517.03825041698
1749,150963.08328640461
1750,146123.492613265
1751,240742.00933915059
1752,125876.88751818694
1753,176697.36501642611
1754,220096.77124569638
1755,166869.82325048896
1756,110486.97885781318
1757,125678.9465514358
1758,121989.00220838096
1759,143498.41135300964
1760,163376.15539091922
1761,146166.94822155897
1762,156026.06258939582
1763,161568.30950666245
1764,125708.92364310955
1765,188159.63505927171
1766,174538.35782652604
1767,191191.55147863209
1768,137308.03108570431
1769,192438.23699455906
1770,132177.52960275533
1771,143189.52050164339
1772,135997.06021599044
1773,129642.36032295517
1774,146234.35383951425
1775,142008.87406318428
1776,109104.82811932868
1777,112304.76531012439
1778,120027.52429998681
1779,121979.17616852041
1780,180171.03143157094
1781,140182.43199216732
1782,82017.457900972484
1783,135090.34242005102
1784,88008.871619969475
1785,138691.37067047547
1786,185615.31741344536
1787,168794.603691125
1788,58996.400952824268
1789,117011.68059384354
1790,72258.890055851007
1791,201346.78289774974
1792,152106.64589888626
1793,148469.35367758363
1794,142364.95642938509
1795,137858.25072443296
1796,117410.83338733135
1797,129993.71018997129
1798,131907.50216834719
1799,107186.75600296837
1800,103816.35760058455
1801,114529.79096070494
1802,183688.60926631547
1803,156556.89460679225
1804,135655.61161511464
1805,133098.85640915181
1806,111456.38442442518
1807,148379.39713316935
1808,123283.50241492718
1809,112589.70546108532
1810,140339.36582266827
1811,111442.22788323199
1812,109536.16098818423
1813,126315.31532169104
1814,105392.53822693217
1815,56946.779208047163
1816,101113.98824765373
1817,127052.24655028088
1818,196498.93773788362
1819,117918.90159852085
1820,77200.111318632291
1821,132311.18558969058
1822,178741.88806059334
1823,62785.049871128074
1824,129873.89223657723
1825,127244.83088362549
1826,102484.87093997972
1827,123638.40654682477
1828,139543.73207775355
1829,143041.40483705478
1830,187474.75210243082
1831,188833.07876690314
1832,144344.60798397259
1833,162582.22577084237
1834,145531.9469546795
1835,176385.03063247367
1836,164797.30229554829
1837,102261.82862476011
1838,141195.17900006607
1839,79752.820237039166
1840,154020.14946464435
1841,137935.68748869118
1842,102417.07847252161
1843,140010.30585784127
1844,97330.395266692751
1845,139677.09414538663
1846,148642.24299591468
1847,148080.90901867489
1848,56722.138995474728
1849,117528.36132087921
1850,120798.28020208521
1851,138490.6536628122
1852,134645.99531460812
1853,132681.94414259182
1854,161614.03021974259
1855,136430.72257014818
1856,219762.48646672233
1857,140573.13609244523
1858,152610.75734951961
1859,121447.31902170606
1860,143356.71373629544
1861,122137.81807794813
1862,289278.87837109395
1863,289278.87837109395
1864,289278.87837109395
1865,315866.03579490958
1866,359366.26263776526
1867,246175.05701753861
1868,253168.55522842341
1869,192642.52670527602
1870,222970.32630366247
1871,253082.26435279739
1872,162281.60590824872
1873,224463.06784697296
1874,137768.42265648994
1875,187484.73097714936
1876,199457.32856345276
1877,193627.23566945907
1878,221220.93773386441
1879,124552.68555385756
1880,131403.64587619825
1881,225543.95674940952
1882,257453.33172237317
1883,201889.89119586881
1884,229790.06519689897
1885,224261.47101985093
1886,252446.8941679429
1887,190587.20263280883
1888,254420.82781687556
